name,releasedate,language,price,authors,contributors,narrators,audible_length_m,audible_rating,ratings_count
The Theft of a Decade,2019-05-14,english,500.0,Joseph C. Sternberg,,Corey Gagne,590,0.0,0
The Privileged Poor,2019-04-30,english,586.0,Anthony Abraham Jack,,Mirron Willis,460,0.0,0
A Journey Through Texas: Or a Saddle-Trip on the Southwestern Frontier,2019-04-12,english,1524.0,Frederick Law Olmsted,,Troy Davis,1013,0.0,0
Nervous States,2019-04-09,english,645.0,William Davies,,Chris Mac Donnell,710,0.0,0
La ricchezza degli italiani,2019-04-30,italian,267.0,"Luigi Cannari, Giovanni D' Alessio",,Walter Rivetti,269,0.0,0
All That You Leave Behind,2019-04-09,english,879.0,Erin Lee Carr,,Erin Lee Carr,380,5.0,1
Nuove madri e nuovi padri,2019-03-15,italian,267.0,Anna Laura Zanatta,,Silvana Fantini,273,0.0,0
Hilf mir jetzt! Unsere Kinder sind es wert,2019-04-04,german,267.0,"Wolfgang Büscher, Bernd Siggelkow",,Stefan Naas,391,0.0,0
New Slow City,2019-04-16,english,837.0,William Powers,,Adam Verner,460,0.0,0
I nuovi nonni,2019-03-15,italian,267.0,Anna Laura Zanatta,,Silvana Fantini,243,0.0,0
Konterrevolution,2019-02-22,german,468.0,Jan Zielonka,,Sebastian Pappenberger,352,0.0,0
Desintegriert euch!,2019-02-22,german,334.0,Max Czollek,,Max Czollek,306,0.0,0
The Way We Never Were,2019-03-05,english,500.0,Stephanie Coontz,,Suzanne Toren,1069,0.0,0
Extremism,2019-03-05,english,351.0,J. M. Berger,,Matthew Josdal,232,4.0,1
Sorcières,2019-04-18,french,794.0,Mona Chollet,,Aline Afanoukoe,477,0.0,0
"The History of Mary Prince, a West Indian Slave",2019-03-04,english,333.0,Mary Prince,,Elaine J. Sepani,64,0.0,0
Nach der Flut das Feuer,2019-02-27,german,535.0,James Baldwin,,Christian Brückner,173,0.0,0
Fariña,2019-02-08,spanish,691.0,Nacho Carretero,,Humberto Solorzano,555,0.0,0
The Power of Cute,2019-03-19,english,445.0,Simon May,,Anthony Head,194,0.0,0
Among the Scientologists,2019-02-19,english,586.0,Donald A. Westbrook,,Paul Boehmer,735,0.0,0
Reconciliation,2019-02-04,english,455.0,Muthuraj Swamy,,Neil Gardner,436,0.0,0
This View of Life,2019-02-26,english,879.0,David Sloan Wilson,,René Ruiz,488,5.0,1
Those Who Wander,2019-09-01,english,837.0,Vivian Ho,,Emily Woo Zeller,383,0.0,0
Time to Go,2019-02-07,english,759.0,Guy Kennaway,,"Alex Jennings, Patience Tomlinson",345,0.0,0
FARIÑA (Narración en Castellano),2019-01-16,spanish,460.0,Nacho Carretero,,Miguel Angel Paniagua,533,0.0,0
It Was All a Dream,2019-01-08,english,500.0,Reniqua Allen,,Shayna Small,737,0.0,0
L'uomo bianco,2019-01-17,italian,420.0,Ezio Mauro,,Ezio Mauro,228,0.0,0
An Accursed Race,2018-12-31,english,166.0,Elizabeth Gaskell,,Jordan D' Eri,34,0.0,0
Making Motherhood Work,2019-02-12,english,586.0,Caitlyn Collins,,Xe Sands,603,0.0,0
White Kids,2019-01-15,english,820.0,Margaret A. Hagerman,,Tavia Gilbert,516,0.0,0
Back Roads,2019-03-11,english,1063.0,"Heather Ewart, Karen Michelmore",,Heather Ewart,501,0.0,0
American Hate,2019-04-16,english,668.0,Arjun Singh Sethi,,"Edoardo Ballerini, Kyla Garcia",327,0.0,0
Is Atheism Dead?,2021-10-19,english,1218.0,Eric Metaxas,,Eric Metaxas,1008,0.0,0
"The Atheist Handbook to the Old Testament, Volume 1",2021-07-06,english,836.0,Joshua Bowen,,Seth Andrews,699,0.0,0
There Is No God and Mary Is His Mother,2021-12-07,english,469.0,Thomas Cathcart,,Rick Adamson,235,0.0,0
Atheism - The Logic of Disbelief,2021-10-18,english,286.0,Joseph Mc Cabe,,Denis Daly,111,0.0,0
The Nones,2021-10-26,english,469.0,Ryan P. Burge,,Jim Denison,240,0.0,0
The Tyranny of God,2021-10-12,english,286.0,Joseph L. Lewis,,Oberon Michaels,110,0.0,0
The Case Against Miracles,2020-08-25,english,820.0,John W. Loftus,MichaelShermer-foreword,"Michael Butler Murray, Teri Schnaubelt",1137,0.0,0
How to be a Good Atheist,2008-04-29,english,345.0,Nick Harding,,Ben Ottridge,270,0.0,0
Against All Gods,2020-11-17,english,585.0,"Phillip E. Johnson, John Mark Reynolds",,John Mc Lain,199,0.0,0
God and the State,2020-07-10,english,166.0,Mikhail Bakunin,,Carl Manchester,192,0.0,0
The Way of Gratitude,2020-05-26,english,754.0,Galen Guengerich,,Galen Guengerich,331,0.0,0
Engaging with Atheists,2017-12-29,english,586.0,David Robertson,,David Cochran Heath,159,0.0,0
God and the State,2019-11-22,english,538.0,Mikhail Bakunin,,Glen Reed,170,0.0,0
Atheism,2021-06-08,english,469.0,Julian Baggini,,Eileen Mc Namara,221,0.0,0
The Antichrist,2020-10-20,english,334.0,Friedrich Nietzsche,,Kirsten Ferreri,235,0.0,0
Comforting Thoughts about Death That Have Nothing to Do with God,2014-12-30,english,100.0,Greta Christina,,Greta Christina,126,4.0,1
Atheism for Dummies,2014-10-20,english,1003.0,Dale Mc Gowan Ph D,,Paul Mantell,949,5.0,2
Seven Types of Atheism,2018-09-13,english,569.0,John Gray,,Guy Mott,408,4.0,1
What's So Great About Christianity,2007-10-03,english,773.0,Dinesh D' Souza,,Jeff Riggenbach,712,5.0,1
Confessions of a Former Fox News Christian,2020-08-26,english,668.0,Seth Andrews,,Seth Andrews,457,0.0,0
The Necessity of Atheism,2019-05-07,english,211.0,Percy Bysshe Shelley,,Joe Gomez,47,0.0,0
Heureux sans dieu ni religion,2015-06-16,french,484.0,Michel Piquemal,,Michel Piquemal,129,0.0,0
Au nom du père et du fils et de la crème glacée,2015-08-25,french,484.0,Pierre Morency,,Pierre Morency,114,0.0,0
The Saint,2015-03-06,english,100.0,Oliver Broudy,,Gary Dana,180,0.0,0
The Convert,2015-03-02,english,100.0,Oliver Broudy,,Gary Dana,229,1.0,1
Keeping the Faith Without a Religion,2014-02-26,english,574.0,Roger Housden,,Roger Housden,338,0.0,0
The Way of the Heathen,2016-06-01,english,668.0,Greta Christina,,Greta Christina,507,0.0,0
In Faith and in Doubt,2014-08-20,english,668.0,Dale Mc Gowan,,Sean Runnette,544,0.0,0
Why Are You Atheists So Angry?,2012-08-10,english,501.0,Greta Christina,,Greta Christina,297,0.0,0
Humanism: Bolinda Beginner Guides,2012-06-13,english,585.0,Peter Cave,,Andrea Powell,369,0.0,0
El anticristo [The Antichrist],2014-04-30,spanish,305.0,Friedrich Nietzsche,,Joaquin Madrigal,119,0.0,0
Gottlos glücklich,2017-10-05,german,367.0,Philipp Möller,,Philipp Möller,287,0.0,0
The Young Atheist's Handbook,2012-12-13,english,467.0,Alom Shaha,,Alom Shaha,286,0.0,0
Eftertro,2017-09-26,danish,669.0,Anders Stjernholm,,Thomas Knuth- Winterfeldt,459,0.0,0
Forscher aus Leidenschaft,2020-06-20,german,871.0,Richard Dawkins,,Michael Reffi,865,0.0,0
50 Great Myths About Atheism,2017-07-31,english,703.0,"Russell Blackford, Udo Schüklenk",,Tim Andres Pabon,638,0.0,0
The White Lotus,2022-01-08,english,445.0,O S H O,,O S H O,1217,0.0,0
The Miracle of Mindfulness,2017-06-08,english,615.0,Thích Nhất Hạnh,,John Sackville,251,4.5,213
The Dhammapada,2016-12-01,english,300.0,Eknath Easwaran,,Paul Bazely,262,5.0,81
I Am That,2022-01-13,english,445.0,Osho,,Osho,1586,0.0,0
Take It Easy,2022-01-13,english,586.0,Osho,,Osho,2665,5.0,2
Anger,2011-04-28,english,615.0,Thích Nhất Hạnh,,Ken Mc Leod,354,4.5,49
A Fistful of Love,2019-08-05,english,284.0,Om Swami,,Jagdish Raja,411,5.0,116
Teachings of the Buddha,2014-12-09,english,100.0,unknown,"GilFronsdal-editor, JackKornfield-editor","Edoardo Ballerini, Jack Kornfield",217,4.5,12
The Buddha Is Still Teaching,2014-12-09,english,100.0,unknown,"JackKornfield-editor, NoelleOxenhandler-editor",Edoardo Ballerini,248,4.5,12
What Makes You Not a Buddhist,2014-12-09,english,100.0,Dzongsar Jamyang Khyentse,,Tom Pile,292,4.5,14
Smile at Fear,2014-12-09,english,100.0,Chögyam Trungpa,"CarolynRoseGimian-editor, PemaChödrön-foreword","Gabra Zackman, Karen White, Steven Crossley",239,4.5,26
On the Path to Enlightenment,2014-12-09,english,668.0,Matthieu Ricard,CharlesHastings-translator,Edoardo Ballerini,377,4.5,8
Buddhism,2016-08-03,english,836.0,"His Holinessthe Dalai Lama, Thubten Chodron",,Fajer Al- Kaisi,733,4.5,9
Cutting Through Spiritual Materialism,2015-06-23,english,668.0,Chögyam Trungpa,"MarvinCasper-editor, JohnBaker-editor",Jim Gimian,530,4.0,3
The Myth of Freedom and the Way of Meditation,2014-12-09,english,100.0,"Chögyam Trungpa, Marvin Casper",JohnBaker-editor,Roger Clark,311,5.0,3
Radical Compassion,2020-01-02,english,888.0,Tara Brach,,Tara Brach,500,3.5,2
"Work, Sex, and Money",2014-12-09,english,668.0,Chögyam Trungpa,"CarolynRoseGimian-editor, SherabChödzinKohn-editor",Graeme Malcolm,441,5.0,1
Bringing Home the Dharma,2014-12-09,english,836.0,Jack Kornfield,DanielJ.SiegelMD-foreword,"Jack Kornfield, Edoardo Ballerini",658,5.0,2
Zen Master Tales,2022-03-20,english,515.0,Peter Haskel,,Brian Nishii,337,0.0,0
Training the Mind,2014-12-09,english,100.0,Chögyam Trungpa,"JudithL.Lief-editor, PemaChödrön-foreword",Roger Clark,324,5.0,3
Essential Reiki,2021-11-30,english,1005.0,Diane Stein,,Catherine Ho,579,0.0,0
The Buddha Walks into a Bar...,2014-12-09,english,668.0,Lodro Rinzler,,Lodro Rinzler,354,5.0,1
The Path Is The Goal,2014-12-09,english,100.0,Chögyam Trungpa,SherabChödzin-editor,Julian Elfer,209,5.0,4
From Here to Enlightenment,2014-12-09,english,668.0,His Holinessthe Dalai Lama,GuyNewland-editorandtranslator,Edoardo Ballerini,368,4.5,3
How to Practice Dharma,2015-06-15,english,668.0,Lama Zopa Rinpoche,GordonMcDougall-editor,Subhash Mandal,551,5.0,1
Falling into Grace,2014-03-14,english,1148.0,Adyashanti,,Adyashanti,616,5.0,11
Cynicism and Magic,2021-08-17,english,469.0,Chogyam Trungpa,OpeningtheDharmaTreasuryEditorsGroup-editor,Devendra Banhart,299,0.0,0
The Dhammapada Vol. 09,2021-12-30,english,445.0,Osho,,Osho,938,5.0,1
The Book of Buddha,2021-06-23,english,879.0,Arundhathi Subramaniam,,Shivani Vakil,238,4.0,3
The Shamanic Bones of Zen,2022-02-02,english,515.0,Zenju Earthlyn Manuel,,Kaliswa Brewster,312,0.0,0
As coisas que você só vê quando desacelera [The Things You Can See Only When You Slow Down],2022-03-03,portuguese,187.0,Haemin Sunim,,Sergio Stern,179,0.0,0
The Buddha Sat Right Here,2022-01-18,english,469.0,Dena Moes,,Jean Ann Douglass,640,0.0,0
The True Source of Healing,2021-06-13,english,492.0,Tenzin Wangyal Rinpoche,,Marcy Vaughn,278,5.0,1
How Things Exist,2015-06-12,english,501.0,Lama Zopa Rinpoche,AilsaCameron-editor,Subhash Mandal,187,4.5,3
Mann Ke Buddha Kaise Bane [How to Become a Buddha of Meditation],2020-11-24,hindi,350.0,Sirshree,,Sirshree,107,0.0,0
The Four Immeasurables,2021-02-12,english,703.0,B. Alan Wallace,,Vanessa Kettering,461,0.0,0
Stages of Meditation,2002-03-29,english,74.0,His Holinessthe Dalai Lama,,Ken Mc Leod,219,0.0,0
An Introduction to Buddhism,2020-03-27,english,445.0,His Holinessthe Dalai Lama,,Roger Allum,254,0.0,0
The Little Book of Tibetan Rites and Rituals,2022-03-22,english,305.0,Judy Tsuei,,Rachel Perry,197,0.0,0
The Buddha: The Emptiness of the Heart,2020-11-20,english,422.0,Osho,,Osho,895,5.0,4
Genuine Happiness,2020-08-11,english,1172.0,B. Alan Wallace,HisHolinesstheDalaiLama-foreword,Basil Sands,571,5.0,2
The Practice of Not Thinking,2021-06-10,english,888.0,Ryunosuke Koike,,Susan Momoko Hingley,264,0.0,0
Not for Happiness,2014-12-09,english,668.0,Dzongsar Jamyang Khyentse,,Edoardo Ballerini,409,5.0,1
Wisdom Is Bliss,2021-08-03,english,586.0,Robert Thurman,,Robert Thurman,415,5.0,1
Becoming Your Own Therapist and Make Your Mind an Ocean,2015-05-13,english,501.0,Lama Thubten Yeshe,NicholasRibush-editor,Brian Nishii,253,5.0,2
No-Nonsense Buddhism for Beginners,2019-01-29,english,233.0,Noah Rasheta,,Will Damron,150,5.0,13
Opening the Door of Your Heart,2009-12-17,english,820.0,Ajahn Brahm,,Francis Greenslade,341,4.5,6
The Ultimate Happiness Prescription,2009-11-17,english,502.0,Deepak Chopra,,Deepak Chopra M D,152,4.5,6
Radically Happy,2018-10-16,english,754.0,"Phakchok Rinpoche, Erric Solomon",,Juri Henley- Cohn,327,0.0,0
Mindfulness en la vida cotidiana,2022-01-13,spanish,614.0,Jon Kabat- Zinn,MeritxellPratCastellà-traductor,Arturo López,421,0.0,0
Buddismo per Principianti,2022-01-07,italian,574.0,Christian Toshiro,,Marco Massa Trucat,214,0.0,0
100 citações de Gauthama Buda,2021-12-20,portuguese,149.0,Gauthama Buda,,Fabio Godinho,28,0.0,0
"Life, Part Two",2021-12-16,english,586.0,David Chernikoff,,Ako Mitchell,340,0.0,0
La via della liberazione dalla sofferenza,2022-01-04,italian,267.0,Chögyam Trungpa,,Marco Di Giorgio,269,0.0,0
Tibetan Buddhism,2021-12-14,english,469.0,Matthew T. Kapstein,,Neil Shah,243,0.0,0
"Wie weiterleben, wenn ein geliebter Mensch stirbt?",2021-11-24,german,367.0,Thich Nhat Hanh,,Herbert Schäfer,195,0.0,0
Touching Peace,2021-07-08,english,281.0,Thich Nhat Hanh,,Thich Nhat Hanh,114,0.0,0
Dreaming Yourself Awake,2014-12-09,english,668.0,B. Alan Wallace,BrianHodel-editor,Tom Pile,354,0.0,0
Don't Believe Everything You Think,2014-12-09,english,668.0,Bhikshuni Thubten Chodron,,Graeme Malcolm,503,0.0,0
Practicing Mindfulness,2019-02-05,english,501.0,Matthew Sockolov,,Daniel Henning,287,4.0,1
Awakening the Luminous Mind,2020-11-03,english,516.0,Tenzin Wangyal Rinpoche,,Marcy Vaughn,352,0.0,0
What the Buddha Taught,2017-01-16,english,634.0,Walpola Sri Rahula,,Taradasa,380,4.5,4
Du Tantrisme au Bouddhisme occidental Chen-Yen,2021-09-13,french,679.0,"Idris Lahore, Ennea Tess Griffith",,Jean- Christophe Freseuilhe,163,0.0,0
Chacras para iniciantes [Chakras for Beginners],2022-03-03,spanish,163.0,Adib J. Gore,,Adib Gore Studios,64,0.0,0
Budismo y Chacras [Buddhism and Chakras],2022-03-03,spanish,164.0,Mentesde Acero,,Mentesde Acero,123,0.0,0
Buddhish,2022-03-08,english,1005.0,C. Pierce Salguero,,Luke Oller,290,0.0,0
Buddha in Your Mirror,2020-11-01,english,328.0,"Woody Hochswender, Greg Martin, Ted Morino",,Dan Worren,280,4.5,3
Mindfulness in Action,2015-06-16,english,668.0,Chögyam Trungpa,,Roger Clark,332,4.5,4
Just One Thing,2012-04-04,english,469.0,Rick Hanson Ph. D.,,Fred Stella,295,0.0,0
"After the Ecstasy, the Laundry",2015-10-06,english,820.0,Jack Kornfield,,Jack Kornfield,592,5.0,4
Buddhist Meditation: The Breath,2018-11-14,english,288.0,Vessantara,,Vessantara,210,4.5,2
Tara,2020-05-29,english,703.0,Rachel Wooten Ph D,,Cassandra Campbell,641,0.0,0
GuíaBurros: Budismo,2021-07-30,spanish,307.0,Sebastián Vázquez,,María José Bosch,213,0.0,0
Stepping Out of Self-Deception,2015-11-11,english,836.0,Rodney Smith,,Tom Pile,642,5.0,1
Training in Compassion,2015-04-28,english,668.0,Norman Fischer,,Norman Fischer,369,0.0,0
I Can't Believe It's Not Buddha!,2019-05-07,english,233.0,Bodhipaksa,,Bodhipaksa,152,4.5,5
Buddhism: A Beginners Guide Book for True Self Discovery and Living a Balanced and Peaceful Life,2015-06-11,english,233.0,Sam Siv,,Dan Gallagher,158,0.0,0
Practice of Lojong,2014-12-09,english,668.0,Traleg Kyabgon,KenWilber-foreword,Julian Elfer,388,4.0,1
Bardo Thödol,2021-02-01,spanish,200.0,Padmasambhava,,Artur Mas,230,0.0,0
The Experience of Insight,2020-10-13,english,586.0,Joseph Goldstein,,Jozen Tamori Gibson,398,0.0,0
The Undefeated Mind,2013-03-25,english,668.0,Alex Lickerman,,Phil Holland,470,4.0,4
How to See,2019-07-18,english,615.0,Thích Nhất Hạnh,,John Sackville,87,4.5,7
The Tibetan Yogas of Dream and Sleep,2018-10-23,english,668.0,Tenzin Wangyal Rinpoche,MarkDahlby-editor,Marcy Vaughn,453,5.0,2
El Dhammapada [The Dhammapada],2022-03-24,spanish,93.0,Buda Gautama,,Sebastian Pinardi,143,0.0,0
Three Steps to Awakening,2014-12-09,english,668.0,"Larry Rosenberg, Laura Zimmerman",,Subhash Mandal,329,4.0,1
Illuminating the Path to Enlightenment,2015-05-15,english,668.0,His Holinessthe Dalai Lama,"GesheThubtenJinpa-translator, RebeccaMcClenNovick-editor",Brian Nishii,389,5.0,1
Buddhism,2006-07-20,english,468.0,Dr. Winston King,,Ben Kingsley,179,2.0,1
The Art of Listening,2021-06-15,english,632.0,Sarah Shaw,,Sarah Shaw,679,0.0,0
You Are Here,2018-02-06,english,502.0,Thích Nhất Hạnh,SherabChodzinKohn-translator,Lloyd James,234,5.0,9
The Lotus Sutra,2019-09-11,english,649.0,Hendrik Kern,NicolasSoames-translator,Taradasa,723,5.0,1
Lotus and the Cross,2008-12-30,english,368.0,Ravi Zacharias,,Simon Vance,105,4.5,3
Karma,2015-10-14,english,668.0,Traleg Kyabgon,,Peter Wickham,314,5.0,3
Shōbōgenzō,2021-04-02,english,1898.0,Eihei Dōgen,,Brian Nishii,3311,0.0,0
The Diamond Sutra,2021-04-21,english,286.0,unknown,WilliamGemmell-translator,Denis Daly,61,0.0,0
El Buda y el chingón,2020-11-26,spanish,499.0,Vishen Lakhiani,,Victor Bedoya,569,0.0,0
El Arte de Vivir: Meditación Vipassana tal y como la enseña S.N. Goenka [The Art of Living],2012-07-20,spanish,234.0,William Hart,,Adriana Patino,420,0.0,0
The Good Heart,2016-04-12,english,668.0,His Holinessthe Dalai Lama,"GesheThuptenJinpa-translator, RobertKiely-editor",Peter Wickham,388,0.0,0
"El libro tibetanos de los muertos, libro segundo [The Tibetan Book of the Dead: Book Two]",2014-04-30,spanish,234.0,Padmasambhava,,Joaquin Madrigal,73,0.0,0
The Support Verses,2021-07-06,english,585.0,Christopher Carter Sanderson,,Lucas Howland,77,0.0,0
Je m'éveille à la sophrologie,2021-06-21,french,452.0,"Anne- Laure Mahé, Pascale Marbotaka Pépée",,Natacha Fabry,331,0.0,0
Die Buddha-Beziehung,2021-06-28,german,300.0,"Chono Wolf Nils Bartels, Peggy Tandana Pohl",,"Christiane Marx, Felix Würgler",193,0.0,0
L'Esistenza secondo il Buddhismo,2021-06-16,italian,75.0,Matt Harvey,,Simone Bedetti,60,0.0,0
Counsels from My Heart,2020-03-27,english,539.0,Dudjom Rinpoche,,Simon Callow,145,5.0,1
The Book of Tea,2019-12-13,english,657.0,Kakuzo Okakura,,Blaise Adams,120,0.0,0
Den Dämonen Nahrung geben,2011-04-20,german,401.0,Tsültrim Allione,,Agnes Poller,45,0.0,0
Die Reden des Buddha,2008-05-15,german,166.0,Buddha Siddhartha Gautama,,Johannes Ackner,124,0.0,0
慧悟：禅故事 - 慧悟：禪故事 [Brilliant: The Story of Zen],2018-02-12,mandarin chinese,717.0,吴礼鑫-吳禮鑫- Wu Lixin,,和风细雨-和風細雨- Hefengxiyu,732,0.0,0
Boundless Heart,2017-03-07,english,668.0,Christina Feldman,,Erin Moon,358,0.0,0
Buddhism for Break-ups,2017-01-30,english,690.0,Meshel Laurie,,Meshel Laurie,329,0.0,0
Openness Mind,2010-05-21,english,374.0,Tarthang Tulku,,Arnaud Maitland,243,0.0,0
"No Self, No Problem",2019-08-31,english,501.0,Chris Niebauer Ph D,,Charlie Varon,219,4.5,14
Chuang Tsu,2014-05-23,english,468.0,"Gia Fu Feng, Jane English",,Chungliang Al Huang,167,0.0,0
The Guru Drinks Bourbon?,2017-02-21,english,668.0,"Amira Ben- Yehuda, Dzongsar Jamyang Khyentse",,Tom Pile,503,0.0,0
True Love,2018-02-06,english,377.0,Thích Nhất Hạnh,,James Gimian,88,5.0,4
Make Peace with Your Mind,2018-01-10,english,515.0,Mark Coleman,,Mark Coleman,379,5.0,1
The Art of War,2018-02-21,english,233.0,Sun Tzu,,Paul Spera,68,0.0,0
Time to Stand Up,2020-07-07,english,1505.0,Thanissara,,Essie Bartosik,507,0.0,0
100 quotes by Mahatma Gandhi in Chinese Mandarin,2018-06-25,mandarin chinese,112.0,Mahatma Gandhi,,Lucie Teng Duvert,22,0.0,0
Mantras,2014-09-01,german,334.0,Dechen Shak- Dagsay,,Gabriele Gerlach,310,0.0,0
Awakening the Buddhist Heart,2000-12-31,english,651.0,Lama Surya Das,,Lama Surya Das,370,0.0,0
Buddha für Pragmatiker,2014-09-25,german,468.0,Micheline Rampe,,Gabi Gerlach,231,0.0,0
Chöd,2017-04-25,english,1003.0,"Jamgon Kongtrul, Sarah Harding",,Tom Pile,1113,0.0,0
The Art of Zen Meditation,2014-02-25,english,233.0,Howard Fast,,Neil Hellegers,34,2.0,1
Der letzte Tod des Gautama Buddha,2009-01-20,german,334.0,Fritz Mauthner,,Andreas Dietrich,147,0.0,0
Zen and the Art of Tea,2000-02-17,english,74.0,D. T. Suzuki,,Christopher Reed,122,4.0,1
Dreaming Through Darkness,2017-07-11,english,492.0,Charlie Morley,,Charlie Morley,496,0.0,0
Peaceful Heart,2021-01-13,english,586.0,Dzigar Kongtrul,,Joseph Waxman,427,0.0,0
The Path of Tibetan Buddhism,2019-10-03,english,344.0,Tenzin Gyatso,,Ranji Khwatra,594,4.5,3
Cave in the Snow,2015-09-07,english,759.0,Vicki Mackenzie,,"Georgina Sutton, Vicki Mackenzie, Tenzin Palmo",569,5.0,11
From a Mountain in Tibet,2020-08-27,english,888.0,Lama Yeshe Losal Rinpoche,,John Sackville,502,5.0,3
The Heart of Compassion,2020-03-28,english,516.0,Dilgo Khyentse,,John Telfer,480,5.0,1
The Way of the White Clouds,2015-10-19,english,1044.0,Lama Anagarika Govinda,,Sean Barrett,810,5.0,5
Shambhala. La senda sagrada del guerrero,2021-05-14,spanish,307.0,Chögyam Trungpa,,David Huertas,377,0.0,0
Introduzione Al Mandala,2021-06-03,italian,75.0,Matt Harvey,,Simone Bedetti,62,0.0,0
Le Radici Della Mindfulness,2021-06-04,italian,75.0,Michael Doody,,Simone Bedetti,24,0.0,0
Vaffanguru,2021-06-17,italian,113.0,Ka Bizzarro,,Jacopo Calatroni,78,0.0,0
Buddha,2021-06-01,english,469.0,Michael Carrithers,,Neil Shah,210,0.0,0
Tú También Puedes Ser Budista,2021-05-14,spanish,268.0,Dzongsar Jamyan Khyentse,,Gus Cantollá,303,0.0,0
El Futuro es libre,2021-05-14,spanish,268.0,Chögyam Trungpa,,Juan Caballero,332,0.0,0
55 buddhistische Weisheiten für Ihr Leben,2021-05-01,german,166.0,"Ingo Hoppe, Patrick Lynen",,"Ingo Hoppe, Patrick Lynen",49,0.0,0
